GeoFips,GeoName,2018
13311,"White, GA",651770.00
13313,"Whitfield, GA",5604981.00
13315,"Wilcox, GA",147790.00
13317,"Wilkes, GA",299631.00
13319,"Wilkinson, GA",469070.00
13321,"Worth, GA",335248.00
15001,"Hawaii, HI",8124355.00
15003,"Honolulu, HI",61095819.00
15007,"Kauai, HI",4083693.00
15901,"Maui + Kalawao, HI*",9345639.00
16001,"Ada, ID",24825864.00
16003,"Adams, ID",128547.00
16005,"Bannock, ID",2745368.00
16007,"Bear Lake, ID",171856.00
16009,"Benewah, ID",297905.00
16011,"Bingham, ID",1335050.00
16013,"Blaine, ID",1400281.00
16015,"Boise, ID",221901.00
16017,"Bonner, ID",1339019.00
16019,"Bonneville, ID",4905301.00
16021,"Boundary, ID",336364.00
16023,"Butte, ID",959859.00
16025,"Camas, ID",54147.00
16027,"Canyon, ID",5367721.00
16029,"Caribou, ID",427875.00
16031,"Cassia, ID",1648535.00
16033,"Clark, ID",41594.00
16035,"Clearwater, ID",324971.00
16037,"Custer, ID",177291.00
16039,"Elmore, ID",1163797.00
16041,"Franklin, ID",333650.00
16043,"Fremont (includes Yellowstone Park), ID",402818.00
16045,"Gem, ID",319609.00
16047,"Gooding, ID",1272187.00
16049,"Idaho, ID",486206.00
16051,"Jefferson, ID",563537.00
16053,"Jerome, ID",1359384.00
16055,"Kootenai, ID",5529281.00
16057,"Latah, ID",1242423.00
16059,"Lemhi, ID",231853.00
16061,"Lewis, ID",156358.00
16063,"Lincoln, ID",286254.00
16065,"Madison, ID",1115604.00
16067,"Minidoka, ID",736107.00
16069,"Nez Perce, ID",1889423.00
16071,"Oneida, ID",110667.00
16073,"Owyhee, ID",383126.00
16075,"Payette, ID",780280.00
16077,"Power, ID",419021.00
16079,"Shoshone, ID",466589.00
16081,"Teton, ID",309013.00
16083,"Twin Falls, ID",3323275.00
16085,"Valley, ID",455186.00
16087,"Washington, ID",404915.00
17001,"Adams, IL",3284870.00
17003,"Alexander, IL",180487.00
17005,"Bond, IL",556141.00
17007,"Boone, IL",1706969.00
17009,"Brown, IL",403332.00
17011,"Bureau, IL",1200477.00
17013,"Calhoun, IL",109270.00
17015,"Carroll, IL",463346.00
17017,"Cass, IL",638399.00
17019,"Champaign, IL",10356705.00
17021,"Christian, IL",1346262.00
17023,"Clark, IL",608104.00
17025,"Clay, IL",588562.00
17027,"Clinton, IL",1210870.00
17029,"Coles, IL",2305836.00
17031,"Cook, IL",362063569.00
17033,"Crawford, IL",3154494.00
17035,"Cumberland, IL",343839.00
17037,"DeKalb, IL",3614570.00
17039,"De Witt, IL",1129745.00
17041,"Douglas, IL",1002215.00
17043,"DuPage, IL",82596221.00
17045,"Edgar, IL",756615.00
17047,"Edwards, IL",279804.00
17049,"Effingham, IL",2041960.00
17051,"Fayette, IL",599015.00
17053,"Ford, IL",788611.00
17055,"Franklin, IL",1247960.00
17057,"Fulton, IL",917536.00
17059,"Gallatin, IL",276703.00
17061,"Greene, IL",377090.00
17063,"Grundy, IL",3145931.00
17065,"Hamilton, IL",460533.00
17067,"Hancock, IL",683222.00
17069,"Hardin, IL",105717.00
17071,"Henderson, IL",201065.00
17073,"Henry, IL",1436917.00
17075,"Iroquois, IL",1056396.00
17077,"Jackson, IL",2805921.00
17079,"Jasper, IL",568282.00
17081,"Jefferson, IL",1695482.00
17083,"Jersey, IL",502115.00
17085,"Jo Daviess, IL",819232.00
17087,"Johnson, IL",226975.00
17089,"Kane, IL",21846847.00
17091,"Kankakee, IL",4370611.00
17093,"Kendall, IL",2910561.00
17095,"Knox, IL",1750985.00
17097,"Lake, IL",60106642.00
17099,"LaSalle, IL",5398514.00
17101,"Lawrence, IL",510953.00
17103,"Lee, IL",1508358.00
17105,"Livingston, IL",1753899.00
17107,"Logan, IL",1110851.00
17109,"McDonough, IL",1150422.00
17111,"McHenry, IL",10241435.00
17113,"McLean, IL",11802499.00
17115,"Macon, IL",6523486.00
17117,"Macoupin, IL",1163098.00
17119,"Madison, IL",11293639.00
17121,"Marion, IL",1372400.00
17123,"Marshall, IL",403674.00
17125,"Mason, IL",577815.00
17127,"Massac, IL",690326.00
17129,"Menard, IL",289134.00
17131,"Mercer, IL",403854.00
17133,"Monroe, IL",923297.00
